schema,class,fragment,type,status,compilation,first_error,timestamp
jansi.src.main.org.fusesource.jansi.internal.Kernel32,26-538:Kernel32,241-241:SetConsoleOutputCP,method,completed,success,Compilation successful,2026-06-18T20:26:17.820751
jansi.src.main.org.fusesource.jansi.internal.Kernel32,26-538:Kernel32,264-269:ScrollConsoleScreenBuffer,method,completed,success,Compilation successful,2026-06-18T20:26:45.801654
jansi.src.main.org.fusesource.jansi.internal.Kernel32,26-538:Kernel32,442-442:ReadConsoleInputW,method,completed,success,Compilation successful,2026-06-18T20:27:11.135654
jansi.src.main.org.fusesource.jansi.internal.Kernel32,26-538:Kernel32,447-447:PeekConsoleInputW,method,completed,success,Compilation successful,2026-06-18T20:27:43.679236
jansi.src.main.org.fusesource.jansi.internal.Kernel32,26-538:Kernel32,452-452:GetNumberOfConsoleInputEvents,method,completed,success,Compilation successful,2026-06-18T20:28:26.065078
jansi.src.main.org.fusesource.jansi.internal.Kernel32,26-538:Kernel32,457-457:FlushConsoleInputBuffer,method,completed,success,Compilation successful,2026-06-18T20:28:51.258031
jansi.src.main.org.fusesource.jansi.internal.Kernel32,26-538:Kernel32,462-493:readConsoleInputHelper,method,attempted,error,Compilation failed: error: unknown named argument prefix 'item:',2026-06-18T20:29:52.633095
jansi.src.main.org.fusesource.jansi.internal.Kernel32,26-538:Kernel32,501-521:readConsoleKeyInput,method,attempted,error,Compilation failed: error: mismatched types,2026-06-18T20:30:49.393032
jansi.src.main.org.fusesource.jansi.internal.Kernel32,26-538:Kernel32,523-526:getLastErrorMessage,method,completed,success,Compilation successful,2026-06-18T20:31:03.079896
jansi.src.main.org.fusesource.jansi.internal.Kernel32,26-538:Kernel32,528-537:getErrorMessage,method,attempted,error,Compilation failed: error: unknown named argument prefix 'item:',2026-06-18T20:31:53.888919
jansi.src.main.org.fusesource.jansi.internal.Kernel32,26-538:Kernel32,29-33:run_static_init,static_initializer,completed,success,Compilation successful,2026-06-18T20:19:32.841090
jansi.src.main.org.fusesource.jansi.internal.MingwSupport,34-137:MingwSupport,36-36:sttyCommand,field,attempted,success,,2026-06-18T20:15:25.579002
jansi.src.main.org.fusesource.jansi.internal.MingwSupport,34-137:MingwSupport,37-37:ttyCommand,field,attempted,success,,2026-06-18T20:15:25.625610
jansi.src.main.org.fusesource.jansi.internal.MingwSupport,34-137:MingwSupport,38-38:columnsPatterns,field,attempted,success,,2026-06-18T20:15:25.669544
jansi.src.main.org.fusesource.jansi.internal.MingwSupport,34-137:MingwSupport,40-67:MingwSupport,method,attempted,error,"Compilation failed: error: expected ';' or '<NL>', found '?'",2026-06-18T20:16:20.103467
jansi.src.main.org.fusesource.jansi.internal.MingwSupport,34-137:MingwSupport,69-86:getConsoleName,method,attempted,error,Compilation failed: error: undeclared type name 'InaccessibleObjectException',2026-06-18T20:17:08.200893
jansi.src.main.org.fusesource.jansi.internal.MingwSupport,34-137:MingwSupport,88-103:getTerminalWidth,method,attempted,error,Compilation failed: error: undeclared identifier 'ProcessBuilder',2026-06-18T20:17:52.705326
jansi.src.main.org.fusesource.jansi.internal.MingwSupport,34-137:MingwSupport,105-119:waitAndCapture,method,attempted,error,Compilation failed: error: undeclared identifier 'ArrayList',2026-06-18T20:18:39.160411
jansi.src.main.org.fusesource.jansi.internal.MingwSupport,34-137:MingwSupport,124-136:getRedirect,method,attempted,error,Compilation failed: error: undeclared type name 'Redirect',2026-06-18T20:19:23.170009
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,48-48:X86,field,attempted,success,,2026-06-18T19:39:59.466710
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,49-49:X86_64,field,attempted,success,,2026-06-18T19:39:59.499045
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,50-50:IA64_32,field,attempted,success,,2026-06-18T19:39:59.528898
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,51-51:IA64,field,attempted,success,,2026-06-18T19:39:59.562312
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,52-52:PPC,field,attempted,success,,2026-06-18T19:39:59.592869
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,53-53:PPC64,field,attempted,success,,2026-06-18T19:39:59.622874
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,54-54:ARM64,field,attempted,success,,2026-06-18T19:39:59.656345
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,56-56:archMapping,field,attempted,success,,2026-06-18T19:39:59.691584
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,99-111:main,method,attempted,error,Compilation failed: --- cjc stderr ---,2026-06-18T19:40:39.130915
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,113-115:getNativeLibFolderPathForCurrentOS,method,completed,success,Compilation successful,2026-06-18T19:40:48.394805
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,117-119:getOSName,method,attempted,error,Compilation failed: error: undeclared identifier 'getProperty',2026-06-18T19:41:20.935736
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,121-123:isAndroid,method,attempted,error,Compilation failed: error: undeclared identifier 'RuntimeProperties',2026-06-18T19:41:56.186304
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,125-136:isAlpine,method,attempted,error,Compilation failed: error: undeclared identifier 'Files',2026-06-18T19:42:33.610194
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,138-153:getHardwareName,method,attempted,error,Compilation failed: error: undeclared identifier 'Runtime',2026-06-18T19:43:13.966740
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,155-163:readFully,method,attempted,error,Compilation failed: error: undeclared identifier 'ByteArray',2026-06-18T19:44:01.089616
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,165-192:resolveArmArchType,method,attempted,error,Compilation failed: error: undeclared identifier 'System',2026-06-18T19:44:40.576895
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,194-208:getArchName,method,attempted,error,Compilation failed: error: undeclared identifier 'getProperty',2026-06-18T19:45:23.178922
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,210-224:translateOSNameToFolderName,method,attempted,error,Compilation failed: error: 'replaceAll' is not a member of struct 'String',2026-06-18T19:46:04.351563
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,226-228:translateArchNameToFolderName,method,attempted,error,Compilation failed: error: undeclared identifier 'Regex',2026-06-18T19:46:39.145395
jansi.src.main.org.fusesource.jansi.internal.OSInfo,46-229:OSInfo,58-97:run_static_init,static_initializer,attempted,error,"Compilation failed: error: 'put' is not a member of class 'HashMap<Struct-String, Struct-String>'",2026-06-18T19:40:26.859165
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,43-43:RESET_CODE,field,attempted,success,,2026-06-18T20:05:44.726143
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,62-62:LOOKING_FOR_FIRST_ESC_CHAR,field,attempted,success,,2026-06-18T20:05:44.768582
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,63-63:LOOKING_FOR_SECOND_ESC_CHAR,field,attempted,success,,2026-06-18T20:05:44.811795
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,64-64:LOOKING_FOR_NEXT_ARG,field,attempted,success,,2026-06-18T20:05:44.853853
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,65-65:LOOKING_FOR_STR_ARG_END,field,attempted,success,,2026-06-18T20:05:44.901955
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,66-66:LOOKING_FOR_INT_ARG_END,field,attempted,success,,2026-06-18T20:05:44.944897
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,67-67:LOOKING_FOR_OSC_COMMAND,field,attempted,success,,2026-06-18T20:05:44.987688
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,68-68:LOOKING_FOR_OSC_COMMAND_END,field,attempted,success,,2026-06-18T20:05:45.030066
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,69-69:LOOKING_FOR_OSC_PARAM,field,attempted,success,,2026-06-18T20:05:45.080510
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,70-70:LOOKING_FOR_ST,field,attempted,success,,2026-06-18T20:05:45.125033
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,71-71:LOOKING_FOR_CHARSET,field,attempted,success,,2026-06-18T20:05:45.167586
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,73-73:FIRST_ESC_CHAR,field,attempted,success,,2026-06-18T20:05:45.210312
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,74-74:SECOND_ESC_CHAR,field,attempted,success,,2026-06-18T20:05:45.259414
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,75-75:SECOND_OSC_CHAR,field,attempted,success,,2026-06-18T20:05:45.302876
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,76-76:BEL,field,attempted,success,,2026-06-18T20:05:45.345785
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,77-77:SECOND_ST_CHAR,field,attempted,success,,2026-06-18T20:05:45.389858
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,78-78:SECOND_CHARSET0_CHAR,field,attempted,success,,2026-06-18T20:05:45.439137
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,79-79:SECOND_CHARSET1_CHAR,field,attempted,success,,2026-06-18T20:05:45.481670
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,81-81:ap,field,attempted,success,,2026-06-18T20:05:45.529212
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,82-82:MAX_ESCAPE_SEQUENCE_LENGTH,field,attempted,success,,2026-06-18T20:05:45.572748
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,83-83:buffer,field,attempted,success,,2026-06-18T20:05:45.621935
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,84-84:pos,field,attempted,success,,2026-06-18T20:05:45.664660
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,85-85:startOfValue,field,attempted,success,,2026-06-18T20:05:45.706898
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,86-86:options,field,attempted,success,,2026-06-18T20:05:45.761501
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,87-87:state,field,attempted,success,,2026-06-18T20:05:45.811187
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,88-88:cs,field,attempted,success,,2026-06-18T20:05:45.859742
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,90-90:width,field,attempted,success,,2026-06-18T20:05:45.903778
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,91-91:processor,field,attempted,success,,2026-06-18T20:05:45.952335
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,92-92:type__,field,attempted,success,,2026-06-18T20:05:46.007419
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,93-93:colors,field,attempted,success,,2026-06-18T20:05:46.053282
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,94-94:installer,field,attempted,success,,2026-06-18T20:05:46.098166
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,95-95:uninstaller,field,attempted,success,,2026-06-18T20:05:46.144108
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,96-96:mode,field,attempted,success,,2026-06-18T20:05:46.194016
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,97-97:resetAtUninstall,field,attempted,success,,2026-06-18T20:05:46.243638
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,99-120:AnsiOutputStream,method,attempted,error,Compilation failed: error: extra argument given for parameter list '()' in call,2026-06-18T20:06:33.002580
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,122-124:getTerminalWidth,method,completed,success,Compilation successful,2026-06-18T20:06:42.889992
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,126-128:getType,method,completed,success,Compilation successful,2026-06-18T20:06:51.178412
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,130-132:getColors,method,completed,success,Compilation successful,2026-06-18T20:06:59.515307
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,134-136:getMode,method,completed,success,Compilation successful,2026-06-18T20:07:07.691443
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,138-143:setMode,method,attempted,error,"Compilation failed: error: 'Strip' is non-static member, cannot access by type name",2026-06-18T20:07:51.219412
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,145-147:isResetAtUninstall,method,completed,success,Compilation successful,2026-06-18T20:08:00.492614
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,149-151:setResetAtUninstall,method,completed,success,Compilation successful,2026-06-18T20:08:09.084606
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,156-293:write,method,attempted,error,Compilation failed: error: undeclared identifier 'toByte',2026-06-18T20:09:44.741246
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,295-302:processCharsetSelect,method,attempted,error,Compilation failed: error: undeclared identifier 'null',2026-06-18T20:10:24.144481
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,304-311:processOperatingSystemCommand,method,attempted,error,Compilation failed: error: undeclared identifier 'nil',2026-06-18T20:11:05.576747
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,313-320:processEscapeCommand,method,attempted,error,Compilation failed: error: undeclared type name 'RuntimeException',2026-06-18T20:11:43.695040
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,327-335:reset,method,attempted,error,Compilation failed: error: undeclared identifier 'out',2026-06-18T20:12:35.230946
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,337-341:install,method,attempted,error,Compilation failed: error: undeclared identifier 'nil',2026-06-18T20:13:15.807695
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,343-352:uninstall,method,attempted,error,"Compilation failed: error: 'Redirected' is non-static member, cannot access by type name",2026-06-18T20:14:07.846509
jansi.src.main.org.fusesource.jansi.io.AnsiOutputStream,41-359:AnsiOutputStream,354-358:close,method,attempted,error,Compilation failed: error: 'close' is not a member of class 'Object',2026-06-18T20:15:25.521894
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,35-35:os,field,attempted,success,,2026-06-18T19:30:27.931082
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,302-302:ERASE_SCREEN_TO_END,field,attempted,success,,2026-06-18T19:30:27.965410
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,303-303:ERASE_SCREEN_TO_BEGINING,field,attempted,success,,2026-06-18T19:30:27.999216
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,304-304:ERASE_SCREEN,field,attempted,success,,2026-06-18T19:30:28.033778
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,313-313:ERASE_LINE_TO_END,field,attempted,success,,2026-06-18T19:30:28.067935
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,314-314:ERASE_LINE_TO_BEGINING,field,attempted,success,,2026-06-18T19:30:28.101366
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,315-315:ERASE_LINE,field,attempted,success,,2026-06-18T19:30:28.135170
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,324-324:ATTRIBUTE_INTENSITY_BOLD,field,attempted,success,,2026-06-18T19:30:28.168508
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,325-325:ATTRIBUTE_INTENSITY_FAINT,field,attempted,success,,2026-06-18T19:30:28.201771
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,326-326:ATTRIBUTE_ITALIC,field,attempted,success,,2026-06-18T19:30:28.241150
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,327-327:ATTRIBUTE_UNDERLINE,field,attempted,success,,2026-06-18T19:30:28.275283
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,328-328:ATTRIBUTE_BLINK_SLOW,field,attempted,success,,2026-06-18T19:30:28.308117
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,329-329:ATTRIBUTE_BLINK_FAST,field,attempted,success,,2026-06-18T19:30:28.342951
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,330-331:ATTRIBUTE_NEGATIVE_ON,field,attempted,success,,2026-06-18T19:30:28.378098
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,332-332:ATTRIBUTE_CONCEAL_ON,field,attempted,success,,2026-06-18T19:30:28.412053
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,333-333:ATTRIBUTE_UNDERLINE_DOUBLE,field,attempted,success,,2026-06-18T19:30:28.445414
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,334-334:ATTRIBUTE_INTENSITY_NORMAL,field,attempted,success,,2026-06-18T19:30:28.479043
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,335-335:ATTRIBUTE_UNDERLINE_OFF,field,attempted,success,,2026-06-18T19:30:28.513206
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,336-336:ATTRIBUTE_BLINK_OFF,field,attempted,success,,2026-06-18T19:30:28.547323
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,337-337:ATTRIBUTE_NEGATIVE_OFF,field,attempted,success,,2026-06-18T19:30:28.581300
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,338-338:ATTRIBUTE_CONCEAL_OFF,field,attempted,success,,2026-06-18T19:30:28.615366
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,356-356:BLACK,field,attempted,success,,2026-06-18T19:30:28.649700
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,357-357:RED,field,attempted,success,,2026-06-18T19:30:28.683426
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,358-358:GREEN,field,attempted,success,,2026-06-18T19:30:28.717841
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,359-359:YELLOW,field,attempted,success,,2026-06-18T19:30:28.751669
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,360-360:BLUE,field,attempted,success,,2026-06-18T19:30:28.785067
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,361-361:MAGENTA,field,attempted,success,,2026-06-18T19:30:28.819480
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,362-362:CYAN,field,attempted,success,,2026-06-18T19:30:28.859488
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,363-363:WHITE,field,attempted,success,,2026-06-18T19:30:28.893138
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,37-39:AnsiProcessor,method,completed,success,Compilation successful,2026-06-18T19:30:39.109047
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,46-52:getNextOptionInt,method,attempted,error,Compilation failed: --- cjc stderr ---,2026-06-18T19:30:49.817878
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,57-197:processEscapeCommand,method,attempted,error,Compilation failed: --- cjc stderr ---,2026-06-18T19:31:32.626181
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,202-227:processOperatingSystemCommand,method,attempted,error,Compilation failed: --- cjc stderr ---,2026-06-18T19:31:49.632467
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,234-239:processCharsetSelect,method,attempted,error,Compilation failed: error: redefinition of declaration 'set',2026-06-18T19:32:29.693204
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,241-247:optionInt,method,attempted,error,Compilation failed: --- cjc stderr ---,2026-06-18T19:32:44.425840
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,249-258:optionInt,method,attempted,error,Compilation failed: --- cjc stderr ---,2026-06-18T19:32:58.048735
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,264-264:processRestoreCursorPosition,method,completed,success,Compilation successful,2026-06-18T19:33:06.693466
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,270-270:processSaveCursorPosition,method,completed,success,Compilation successful,2026-06-18T19:33:14.495303
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,278-278:processInsertLine,method,completed,success,Compilation successful,2026-06-18T19:33:24.523117
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,286-286:processDeleteLine,method,completed,success,Compilation successful,2026-06-18T19:33:36.629934
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,293-293:processScrollDown,method,completed,success,Compilation successful,2026-06-18T19:33:46.746406
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,300-300:processScrollUp,method,completed,success,Compilation successful,2026-06-18T19:33:55.968500
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,311-311:processEraseScreen,method,completed,success,Compilation successful,2026-06-18T19:34:06.594400
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,322-322:processEraseLine,method,completed,success,Compilation successful,2026-06-18T19:34:15.339308
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,354-354:processSetAttribute,method,completed,success,Compilation successful,2026-06-18T19:34:24.724627
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,370-372:processSetForegroundColor,method,completed,success,Compilation successful,2026-06-18T19:34:33.174984
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,381-381:processSetForegroundColor,method,completed,success,Compilation successful,2026-06-18T19:34:48.864241
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,389-389:processSetForegroundColorExt,method,completed,success,Compilation successful,2026-06-18T19:34:58.822299
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,399-399:processSetForegroundColorExt,method,completed,success,Compilation successful,2026-06-18T19:35:10.105651
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,406-408:processSetBackgroundColor,method,completed,success,Compilation successful,2026-06-18T19:35:20.347338
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,417-417:processSetBackgroundColor,method,completed,success,Compilation successful,2026-06-18T19:35:30.170132
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,425-425:processSetBackgroundColorExt,method,completed,success,Compilation successful,2026-06-18T19:35:40.412403
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,435-435:processSetBackgroundColorExt,method,completed,success,Compilation successful,2026-06-18T19:35:51.217631
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,441-441:processDefaultTextColor,method,completed,success,Compilation successful,2026-06-18T19:36:01.885699
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,447-447:processDefaultBackgroundColor,method,completed,success,Compilation successful,2026-06-18T19:36:11.635731
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,453-453:processAttributeReset,method,completed,success,Compilation successful,2026-06-18T19:36:30.767371
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,462-462:processCursorTo,method,completed,success,Compilation successful,2026-06-18T19:36:42.736735
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,469-469:processCursorToColumn,method,completed,success,Compilation successful,2026-06-18T19:36:53.794120
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,476-476:processCursorUpLine,method,completed,success,Compilation successful,2026-06-18T19:37:03.131916
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,483-488:processCursorDownLine,method,attempted,error,Compilation failed: error: unknown suffix 'U8' for number literal,2026-06-18T19:37:42.146257
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,495-495:processCursorLeft,method,completed,success,Compilation successful,2026-06-18T19:37:53.136307
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,502-507:processCursorRight,method,completed,success,Compilation successful,2026-06-18T19:38:22.341935
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,514-514:processCursorDown,method,completed,success,Compilation successful,2026-06-18T19:38:30.783004
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,521-521:processCursorUp,method,completed,success,Compilation successful,2026-06-18T19:38:40.301885
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,528-528:processUnknownExtension,method,attempted,error,extracted method body is empty,2026-06-18T19:38:55.286892
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,534-537:processChangeIconNameAndWindowTitle,method,completed,success,Compilation successful,2026-06-18T19:39:05.599371
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,543-543:processChangeIconName,method,attempted,error,extracted method body is empty,2026-06-18T19:39:13.719054
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,549-549:processChangeWindowTitle,method,attempted,error,extracted method body is empty,2026-06-18T19:39:22.434037
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,556-556:processUnknownOperatingSystemCommand,method,attempted,error,extracted method body is empty,2026-06-18T19:39:31.126788
