schema,class,fragment,type,status,compilation,first_error,timestamp
jansi.src.main.org.fusesource.jansi.io.AnsiProcessor,33-559:AnsiProcessor,558-558:processCharsetSelect,method,completed,success,Compilation successful,2026-06-18T19:39:42.005146
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,29-81:DEFAULT_COLORS_256,field,attempted,success,,2026-06-18T19:25:08.083649
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,157-157:epsilon,field,attempted,success,,2026-06-18T19:25:08.114014
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,158-158:kappa,field,attempted,success,,2026-06-18T19:25:08.147184
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,84-90:roundColor,method,attempted,error,Compilation failed: error: mismatched types,2026-06-18T19:26:39.079235
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,92-94:roundRgbColor,method,completed,success,Compilation successful,2026-06-18T19:27:02.085309
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,96-107:roundColor,method,attempted,error,Compilation failed: error: mismatched types,2026-06-18T19:27:45.542075
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,109-111:cie76,method,completed,success,Compilation successful,2026-06-18T19:27:54.759549
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,113-115:scalar,method,completed,success,Compilation successful,2026-06-18T19:28:04.748764
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,117-122:rgb,method,completed,success,Compilation successful,2026-06-18T19:28:24.726464
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,124-126:rgb2cielab,method,completed,success,Compilation successful,2026-06-18T19:28:33.368517
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,128-130:rgb2cielab,method,completed,success,Compilation successful,2026-06-18T19:28:41.870067
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,132-141:rgb2xyz,method,completed,success,Compilation successful,2026-06-18T19:28:54.179925
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,143-145:pivotRgb,method,attempted,error,Compilation failed: error: undeclared identifier 'pow',2026-06-18T19:29:31.547527
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,147-155:xyz2lab,method,completed,success,Compilation successful,2026-06-18T19:29:40.568619
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,160-162:pivotXyz,method,attempted,error,Compilation failed: error: undeclared identifier 'cbrt',2026-06-18T19:30:19.572680
jansi.src.main.org.fusesource.jansi.io.Colors,23-167:Colors,164-166:sqr,method,completed,success,Compilation successful,2026-06-18T19:30:27.893092
jansi.src.main.org.fusesource.jansi.io.ColorsAnsiProcessor,28-145:ColorsAnsiProcessor,30-30:colors,field,attempted,success,,2026-06-18T19:53:22.611505
jansi.src.main.org.fusesource.jansi.io.ColorsAnsiProcessor,28-145:ColorsAnsiProcessor,32-35:ColorsAnsiProcessor,method,attempted,error,Compilation failed: error: call to 'super' must be first expression in constructor of class 'ColorsAnsiProcessor',2026-06-18T19:53:59.464975
jansi.src.main.org.fusesource.jansi.io.ColorsAnsiProcessor,28-145:ColorsAnsiProcessor,37-134:processEscapeCommand,method,attempted,error,Compilation failed: --- cjc stderr ---,2026-06-18T19:54:39.465385
jansi.src.main.org.fusesource.jansi.io.ColorsAnsiProcessor,28-145:ColorsAnsiProcessor,136-139:processOperatingSystemCommand,method,attempted,error,Compilation failed: --- cjc stderr ---,2026-06-18T19:54:50.334093
jansi.src.main.org.fusesource.jansi.io.ColorsAnsiProcessor,28-145:ColorsAnsiProcessor,141-144:processCharsetSelect,method,attempted,error,Compilation failed: --- cjc stderr ---,2026-06-18T19:54:58.715578
