schema,class,fragment,type,status,compilation,first_error
jansi.src.main.org.fusesource.jansi.io.ColorsAnsiProcessor,28-145:ColorsAnsiProcessor,32-35:ColorsAnsiProcessor,method,attempted,error,Compilation failed: error: call to 'super' must be first expression in constructor of class 'ColorsAnsiProcessor'
jansi.src.main.org.fusesource.jansi.io.ColorsAnsiProcessor,28-145:ColorsAnsiProcessor,37-134:processEscapeCommand,method,attempted,error,Compilation failed: --- cjc stderr ---
jansi.src.main.org.fusesource.jansi.io.ColorsAnsiProcessor,28-145:ColorsAnsiProcessor,136-139:processOperatingSystemCommand,method,attempted,error,Compilation failed: --- cjc stderr ---
jansi.src.main.org.fusesource.jansi.io.ColorsAnsiProcessor,28-145:ColorsAnsiProcessor,141-144:processCharsetSelect,method,attempted,error,Compilation failed: --- cjc stderr ---
jansi.src.main.org.fusesource.jansi.io.FastBufferedOutputStream,25-68:FastBufferedOutputStream,27-27:buf,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.FastBufferedOutputStream,25-68:FastBufferedOutputStream,28-28:count,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.FastBufferedOutputStream,25-68:FastBufferedOutputStream,30-32:FastBufferedOutputStream,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.FastBufferedOutputStream,25-68:FastBufferedOutputStream,34-40:write,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.FastBufferedOutputStream,25-68:FastBufferedOutputStream,42-54:write,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.FastBufferedOutputStream,25-68:FastBufferedOutputStream,56-61:flushBuffer,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.FastBufferedOutputStream,25-68:FastBufferedOutputStream,63-67:flush,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,57-57:console,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,59-59:FOREGROUND_BLACK,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,60-60:FOREGROUND_YELLOW,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,61-61:FOREGROUND_MAGENTA,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,62-62:FOREGROUND_CYAN,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,63-63:FOREGROUND_WHITE,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,65-65:BACKGROUND_BLACK,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,66-66:BACKGROUND_YELLOW,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,67-67:BACKGROUND_MAGENTA,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,68-68:BACKGROUND_CYAN,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,69-69:BACKGROUND_WHITE,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,71-80:ANSI_FOREGROUND_COLOR_MAP,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,82-91:ANSI_BACKGROUND_COLOR_MAP,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,93-93:info,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,94-94:originalColors,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,96-96:negative,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,97-97:savedX,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,98-98:savedY,field,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,100-105:WindowsAnsiProcessor,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,107-109:WindowsAnsiProcessor,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,111-113:WindowsAnsiProcessor,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,115-123:getConsoleInfo,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,125-134:applyAttribute,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,136-144:invertAttributeColors,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,146-150:applyCursorPosition,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,152-182:processEraseScreen,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,184-210:processEraseLine,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,212-217:processCursorLeft,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,219-224:processCursorRight,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,226-231:processCursorDown,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,233-238:processCursorUp,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,240-246:processCursorTo,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,248-253:processCursorToColumn,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,255-261:processCursorUpLine,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,263-269:processCursorDownLine,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,271-278:processSetForegroundColor,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,280-284:processSetForegroundColorExt,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,286-290:processSetForegroundColorExt,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,292-299:processSetBackgroundColor,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,301-305:processSetBackgroundColorExt,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,307-311:processSetBackgroundColorExt,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,313-318:processDefaultTextColor,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,320-325:processDefaultBackgroundColor,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,327-332:processAttributeReset,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,334-368:processSetAttribute,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,370-375:processSaveCursorPosition,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,377-386:processRestoreCursorPosition,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,388-402:processInsertLine,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,404-418:processDeleteLine,method,pending,pending,
jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor,55-424:WindowsAnsiProcessor,420-423:processChangeWindowTitle,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiConsoleExample,24-44:AnsiConsoleExample,26-26:AnsiConsoleExample,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiConsoleExample,24-44:AnsiConsoleExample,28-43:main,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiConsoleExample2,26-49:AnsiConsoleExample2,28-28:AnsiConsoleExample2,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiConsoleExample2,26-49:AnsiConsoleExample2,30-48:main,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiRendererTest,34-125:AnsiRendererTest,35-38:setUp,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiRendererTest,34-125:AnsiRendererTest,40-45:testTest,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiRendererTest,34-125:AnsiRendererTest,47-53:testRender,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiRendererTest,34-125:AnsiRendererTest,55-60:testRenderCodes,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiRendererTest,34-125:AnsiRendererTest,62-68:testRender2,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiRendererTest,34-125:AnsiRendererTest,70-76:testRender3,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiRendererTest,34-125:AnsiRendererTest,78-94:testRender4,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiRendererTest,34-125:AnsiRendererTest,96-102:testRender5,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiRendererTest,34-125:AnsiRendererTest,104-107:testRenderNothing,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiRendererTest,34-125:AnsiRendererTest,109-113:testRenderInvalidMissingEnd,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiRendererTest,34-125:AnsiRendererTest,115-118:testRenderInvalidEndBeforeStart,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiRendererTest,34-125:AnsiRendererTest,120-124:testRenderInvalidMissingText,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiStringTest,24-31:AnsiStringTest,26-30:testCursorPosition,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,40-47:testSetEnabled,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,49-55:testClone,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,57-60:testApply,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,62-69:testScrollUp,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,71-78:testScrollDown,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,80-89:testCursor,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,91-95:testCursorToColumn,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,97-101:testCursorUp,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,103-107:testCursorDown,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,109-113:testCursorRight,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,115-119:testCursorLeft,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,121-131:testCursorMove,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,133-136:testCursorDownLine,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,138-142:testCursorDownLine,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,144-147:testCursorUpLine,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,149-153:testCursorUpLine,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,155-174:testColorDisabled,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,176-202:testAnsiMainWithNoConsole,method,pending,pending,
jansi.src.test.org.fusesource.jansi.AnsiTest,39-207:AnsiTest,204-206:assertAnsi,method,pending,pending,
jansi.src.test.org.fusesource.jansi.EncodingTest,30-89:EncodingTest,32-59:testEncoding8859,method,pending,pending,
jansi.src.test.org.fusesource.jansi.EncodingTest,30-89:EncodingTest,61-88:testEncodingUtf8,method,pending,pending,
jansi.src.test.org.fusesource.jansi.InstallUninstallTest,20-42:InstallUninstallTest,22-35:main,method,pending,pending,
jansi.src.test.org.fusesource.jansi.InstallUninstallTest,20-42:InstallUninstallTest,37-41:print,method,pending,pending,
jansi.src.test.org.fusesource.jansi.internal.JansiLoaderTest,20-26:JansiLoaderTest,22-25:testLoadJansi,method,pending,pending,
jansi.src.test.org.fusesource.jansi.internal.Kernel32Test,24-32:Kernel32Test,26-31:testErrorMessage,method,pending,pending,
jansi.src.test.org.fusesource.jansi.io.AnsiOutputStreamTest,29-49:AnsiOutputStreamTest,31-48:canHandleSgrsWithMultipleOptions,method,pending,pending,
